,Unnamed: 0,user_id,content,class_with,class_without,sentiment,user_name
162,162,1634512056,political animal labs for action on,3,0,Positive,slsandpet
163,163,61123963,important story morrison govt accused of censoring public service advice to hide govt failings on this deserves a lot of attention… auspol insiders science,3,2,Positive,Michtull
164,164,1023772862912421888,carbon stored in soil is x that in living plants and x that in the atmosphere which means soil is crucial for carbon sequestration savesoil movement is vital for reversing,3,0,Positive,akashram76
165,165,193366434,shamelessly promoting urbanrewilding amp how urban gardening can reverse biodiversity loss amp support nature its time to start a wider conversation about how cityfolk can all play our part biodiversité savesoil,3,0,Neutral,D9Herbs
166,166,2187906247,is increasing risk of extreme precip events following extreme fire weather events in american west new analysis out today in by n term tipping point is often misused in a context but potential loss of amazon rainforest is a truly concerning exception and the recent news is not goodwhich has major implications for carbon cycle amp climate feedbacks we never hear about the areas that saw a record cold year well yeah there werent any wrote a piece on the marshallfire amp its geographic societal amp climatological context i reflect on the converging crisesincluding expansion of the wildlandurban interface amp that facilitated this amp other recent fire catastrophes to for publishing the longform version of our conversation from yesterday in immediate aftermath of devastating marshallfire if you want my unvarnished thoughts on wildfire wildlandurban interface amp among other things check it out,3,0,Negative,Weather_West
167,167,70985635,at hrc the human rights council appointed ian fry as special rapporteur on the promotion and protection of human rights in the context of info play_button,3,0,Positive,UN_HRC
168,168,18732270,globe_showing_Americas new article collection freshwater and marine impact our experts discuss topics including island and coastal protection and climate engineering,3,0,Positive,AnnualReviews
169,169,13201312,food production is driving nature loss and thermometer our global food systems are facing a crisis and immediate action is needed together we can do our part for people and the planet green_heart,3,0,Positive,WWF
170,170,1411408431018299398,globe_showing_Europe-Africa we all have a goal which is making the world betterbut many people arent aware or have the knowledge with whats happening in the worldif we want to recruit more people in this fight well have to educate the peopleclimatecrisis climateaction of us are victims of some of us lost loved ones and homes due to the climatecrisis and some of us are voices for nature we all have different reasons but the same goal and we will fight for itour planet our home and our future green_heart globe_showing_Europe-Africa climateaction globe_showing_Europe-Africa,3,2,Positive,AqlilaA
171,171,271074952,good to see take a lead at the global level canadian exminister catherine mckenna named to head un greenwash watchdog via cdnpoli,3,2,Positive,penottawa
172,172,4227187828,soil health is fundamental to ensuring foodsecurity amp mitigating scientists are gaining insights on how to improve soilhealth towards tackling some of humanitys greatest challenges read more sustainableag,3,0,Positive,scientia_social
173,173,4809044939,according to the university of oxford going vegan seedling is the single biggest thing anyone of us can do to halt reverse deforestation preserve biodiversity stop species loss and save life on the planet climatestrike climatecrisis to the un the meat and diary industry is an even greater threat to the planet than fossil fuels it also increases the risk of more pandemics leads to loss of biodiversity and is the number one cause of deforestation climatecrisis vegan before it’s too late deforestation at oxford university vote to ban meat to tackle saying that there is no time to waste vegan climatecrisis evidence is overwhelming time to go vegan seedling and rewild climatecrisis university beef production creates kg of co and uses m of land per grams of protein plantbased proteins create just kg of co and use just m of land per grams of protein go vegan veganuary deforestation,3,0,Positive,FrasierHarry
174,174,1856588299,perhaps we made the mountain gods angry says yearold veteran herder gumbu tashi nomadic changpa pastoralists at the high grazing grounds of ladakh find their yakrelated economy in a crisis driven by in their fragile ecosystem,3,2,Negative,UNinIndia
175,175,926019424154349568,no surprise to see confirmation has been censored on govt has been nothing if not consistent in their denial of reality we need to legislate to guarantee the independence of our leading science agency auspol,3,2,Negative,Senator_Patrick
176,176,1009135067153616896,t days to celoconnect Spain yellow_circle green_circle handshake looking for topics is community of web projects dedicated to reversing the harmful effects of climate change celo recently welcomed to the team thread backhand_index_pointing_down,3,0,Neutral,CeloOrg
177,177,15461733,what do you know about milankovitch cycles these small cyclical variations in earths orbit shape wobble and tiltaxis angle influence earths climate over long periods of time but what does that mean for todays find out here have you ever watched the world change over the last several decades satellite observations have shown glaciers in alaska’s glacier bay national park have been shrinking due to the videos below highlight changes in three areas down_arrow,3,0,Negative,NASAClimate
178,178,1195025771368239106,the ipcc will present its next climatereport climate change mitigation of climate change on april speaking_head “but what is mitigation” the has you covered backhand_index_pointing_down are crucial in our fight against deciduous_tree they support livelihoods supply food and absorb carbon at cop leaders committed to halt and reverse forest loss and land degradation by learn more down_arrow intlforestday years commission on the status of women is all about through events and negotiations is a critical opportunity to advance gender equality in climateaction lets work together to deliver an ambitious outcome cswtoday the intergovernmental panel on climate change will publish its latest climatereport scientists from countries will identify how impacts people and ecosystems speaking_head but wait a minute what is the ipcc find out below backhand_index_pointing_down cop ipcc will present its next report impacts adaptation amp vulnerability on february at cop countries recognised the urgent need to close the adaptation gap and respond to climate impacts find out what else was agreed on adaptation backhand_index_pointing_down we can all play our part to tackle globe_showing_Europe-Africa with the uk holding the cop presidency in we want to know what youre doing this year to go onestepgreener let us know below backhand_index_pointing_down cop climateaction planet is still full of beauty which we can still save” in his lifetime has seen the rapid decrease of wildlife populations on our planet he sees this as incentive to continue our fight against hear what he had to say at cop backhand_index_pointing_down was made at cop to keep alive globe_showing_Asia-Australia countries raised ambition committed to real action and accelerated progress to tackle but it’s not over together we must continue to deliver togetherforourplanet,3,0,Positive,COP26
179,179,10340482,breaking police_car_light the numbers are in banks trillion in fossil fuel financing since banks are talking big on without real action to stop it or the human rights violations fossil fuels inflict learn more at bankingonclimatechaos,3,2,Positive,RAN
180,180,2923724679,what a journey its been since youth advisory group on took up their posts — i’m so proud of you all your efforts in mobilizing youth climate activism have been helping the to shape a greener future for all flexed_biceps camera un photomark garten,3,0,Positive,UNYouthEnvoy
181,181,18603414,a neglected element of the climate system healthy soil helps to mitigate acting as a carbonsink it stores vast quantities of carbon dioxide and greenhouse gasses that would otherwise be released the second largest carbon store or ‘sink’ after oceanssavesoil,3,0,Positive,UrsulaKynaris
182,182,1926360631,loudspeaker new outlook says energycrisis intervention must be accompanied by steadfast focus on energytransition goals a renewablesbased transition is the most realistic avenue to address promising greater energysecurity amp resilience light_bulb read,3,0,Positive,IRENA
183,183,300442541,yrs of failed rains has pushed children amp their families to the brink in the hornofafrica the impact of conflict covid and now the war in ukraine is creating the perfect storm of horror for children read my oped on,3,2,Positive,MohamedFall
184,184,3466243697,good talks with he governor of bihar shri phagu chauhan on poverty challenges social programs… also touching meeting with archbishop sebastian kallupura amp church representatives on social situation in bihar,3,2,Positive,AmbLindnerIndia
185,185,1301405261161136129,after witnessing heaps upon heaps of bleaching bleached and algae covered reefs we make our way back to gladstone through a sea of coal tankers dontlookup coralbleaching,3,0,Neutral,108Oceans
186,186,1426046580507824129,i just want to cry i can’t believe this is happening us all again rain is getting heavier guinea pigs on high ground chickens next then moving as much as we can up this is what thousands r doing here right now in this in day flood lismorefloods auspol past the flood’s politicisation” paul murray live in lismore interviewing nats mp kevin hogan in an all nats audience that i couldn’t get an invite to oh and no one mentioned nswpol just went down to the gollan hotel to see whether i could get an invite to paul murray comes to nationals party lismore show lismorefloods nswpol mention of or lismorefloods by insiders here is footage from our rescue boat as we left my partners home to sink the gov’t has abandoned us ppl r camping in tents businesses have closed good families split lives lost homes demolished pls don’t get us i didn’t get to say on thedrum was how scomo did a deal over the gbr the deal was that if the aust govt supported a world heritage listing for a site in spain then spain would block the listing of the great barrier reef as ‘in danger’ votehimout auspoli will not swear on the drum tonight i will not swear on the drum tonight i will not swear on the drum tonight lismorefloods highandnotdry auspol nswpol climateemergencythis is not ukraine this is lismore the forefront of the climate crisis we are in a war zone here our enemy is the australian government we are fighting the govt because they refuse to accept this is climate change amp take action lismorefloods auspol nswpol,3,2,Positive,worldzonfire
187,187,2700061386,if the worlds soils are not revitalized they could release billion tonnes of carbon dioxide into the atmosphere contributing to climate change watch how soil helps in maintaining carbon balance check this video for more savesoil,3,0,Positive,Chetan12591
188,188,448692159,african friend told me chinas loved by many africans why he said china builds roads hospitals etc amp with little fanfare but ppl know its china its brilliant soft diplomacy maybe aust needs do same re pacific nations amp not joke islands drowning due,3,2,Positive,dodona777
189,189,708130060738306049,if we are serious about the carbon credit abatement system needs to have high integrity and goodgovernance and be moneywellspent big problems there — taylor’s office spent billion on ‘sham’ carbon projects via last ‘once in a century’ flood was five years ago this one last week was even worse massiveextremes wreckinglives — how the floods turned murwillumbah into a shellshocked island struggling for ‘basic survival’,3,2,Negative,LucyTurnbull_AO
190,190,1215382042772307968,on wednesday amp were joined by the where they discussed what states can do to combat want to hear more from gov polis check out and follow his contributor page when you sign up for a free asp account backhand_index_pointing_right in now amp are joined by jared polis for an aspchat to talk about how states and the federal government are working together to address watch now backhand_index_pointing_right,3,2,Positive,ASP
191,191,225779417,when immigration minister peter dutton was overheard quipping about the plight of pacific island nations facing rising seas from dutton then added time doesnt mean anything when youre about to have water lapping at your door solomonislands china just purchased a farm in the southern highlands of nsw i’m figuring with the way it is i’ll have an absolute ocean front property in a few years gotta love the climatecrisis climateemergencysomething is wrong with the australian psyche the ukraine is being destroyed by a foreign aggressor entire communities in qld amp nsw have been devastated by natural disaster neither are in twitter trends instead we have two reality tv showed amp a dead womaniser,3,2,Negative,blakandblack
192,192,523433085,the importance of including phenology when modelling species ecological niche migration sdm enm birds butterflies integrating dispersal and timestep analyses into species distribution models sdm maxent enm,3,0,Positive,EcographyJourna
193,193,3197090716,for decadesour leaders have failed to take stronger actions on we now demand climatejustice in our communities ampthe rights of nature that has been reversely degraded climate climateaction peoplenotprofit uprootthesystem fridaysforfuture globalclimatestrike,3,0,Negative,ayowecca_uganda
194,194,960363376399474688,having completed aerial surveys with today we confirm the fourth mass bleaching event on the greatbarrierreef in seven years and the first ever under la niña conditions climateaction,3,0,Positive,ReefChiefSci
195,195,165391600,this saturday is earthhour – join me amp the world in switching off your lights from pm to raise awareness about akhil and i will be playing chess in the dark– how will you join in tell us yourmove more at,3,2,Positive,vishy64theking
196,196,1501995436839776257,is this the last sneak peek thinking_face thinking_face do you like pandas panda tanabata_tree globalwarming nftcommunity nfts helptheplanft sneak peak today turtle what human activities are leading to the extinction of this animal species weary_face nft saveearth recycle nftart opensea openseanft globalwarming earth the second sneak peak penguin what are the causes of the extinction of this animal weary_face deforestation nftcommunity helptheplanft is the point of deforestation cross_mark deciduous_tree we want our trees deciduous_tree deforestation helptheplanft,3,0,Neutral,HelpThePlaNFT
197,197,1483150590846844931,climate scientist says a rapid transition to renewable energy makes perfect sense for australia listen to the full interview here climatecrisis renewableenergy,3,0,Positive,aclimatepodcast
198,198,1316715522302517248,thedrum when a doctor says you have cancer and need treatment we dont question it because theyre experts the problem with carbon offsets is that has been politicised by lnp amp a complicit media not the complexity of the issue abc,3,2,Neutral,KnightSonnie
199,199,1175946629804740608,its never too late to join tgew main stage palau is one of nations in the climate vulnerable forum in their actions to fight women should plays an important role check the message from palau play_button taiwanclimatejustice taiwanforher justice leaders webinar has successfully closed in the webinar speakers talked about pushpin actions to protect the environment pushpin women lead the way in fighting check the webinar here taiwanclimatejustice taiwanforher ngocsw more to offer in ngocsw this week we have topics related to backhand_index_pointing_right_light_skin_tone genderequality project backhand_index_pointing_right_light_skin_tone feminist movement of backhand_index_pointing_right_light_skin_tone economic womenempowerment backhand_index_pointing_right_light_skin_tone women in poverty transgender inclusive city don’t miss it taiwanforher around the world get together for climate leaders seminar in the event well show you the commitment and actions of taiwan in gender and check the live stream here taiwanclimatejustice today female leaders get together to inspire more women and girls to stand up for gender amp it also means women are potential advocates for climate justice dont miss it at am est taiwanclimatejustice“small acts in our daily life can be a big impact on the earth” affects everyone but it is the most vulnerable of the globe_showing_Americas who bear the brunt of the environmental economic and social shock play our taiwanclimatejustice game to find out more taiwanforher has made huge endeavor in gender amp after decades of effort women can shine amp promoting young to engage in more check the commitments here and dont miss out the webinar tomorrow triangular_flag am est taiwanclimatejusticewomen’s power night has ended in this years iwd together we declared our commitment on check_mark action to gender amp check_mark inspire more women and girls to engage it also means the officially kick off of tgew so keep following us taiwanclimatejustice taiwanforher ppl around the world will get together in the womens power night and say taiwanforher in iwd well show you the commitment and actions of taiwan in gender and dont miss it tomorrow amp check the livestream below taiwanclimatejusticefor the coming csw submit recommendations focusing on gender issues in including round_pushpin invest in genderresponsive policies round_pushpin train for women in climateresilient jobs round_pushpin finance women in global south check here to know more,3,2,Positive,WomensRightsTW
200,200,1306520493575622657,the most important omission is that estimates of the cost of mitigation do not account for the impacts that we would avoid if we tackle the reference scenarios do not realistically represent the cost of doing nothing lear more right_arrow no time to waste the time to act on is now read the new article unpacking the latest ipcc climatereport here right_arrow_curving_down,3,2,Positive,climateconomics
201,201,74447139,the theme of this worldwaterday is “groundwater making the invisible visible” sweat_droplets the effects of what we do on land are evident above and below ground including the ground water supply that’s becoming increasing important as the impacts of amplify landlifelegacy will affect land use which solutions can reduce land competition and improve foodsecurity sustainable land management supported by government incentives for food producers holds the answer says the latest climatereport but mighty did you know pulses pack a punch against oncoming_fist reduce need for synthetic fertilizers oncoming_fist boost carbon sequestration oncoming_fist can produce climatesmart varieties oncoming_fist used in animal diets they lower methane emissions worldpulsesday via unitedland february is worldwetlandsday flamingo wetlands are key to water security disaster risk reduction mitigating supporting biodiversity and providing livelihood discover actions that help conserve and restore wetlands backhand_index_pointing_down via that in ha of land is unusable and by only of land could be healthy land restoration is a costeffective solution to revive soilbiodiversity safeguarding agribusiness from impacts of and desertification backhand_index_pointing_right via,3,0,Positive,UNCCD
202,202,1484309498458443776,government is all about making choices and setting priorities auspol not now when if not us who auspol extremeweather,3,2,Neutral,_ItsNotaRace
203,203,961299362,i just heard on the news calling the un secretary general tone deaf on his criticism of australia on on this issue which should transcend borders amp ideologies we have moved from international partner to pariah auspolnever before has japaneseencephalitis been found in southern australia the march south of vectorborne diseases has been predicted as an inevitable consequence of life is changing as we confront the reality of climate change,3,2,Positive,SParnis
204,204,1123536127908966400,looks like everyone with an electric car right now is having a really good weekend and everyone without is staying home,3,2,Positive,DrKate_Miller
205,205,747394850736185344,forests hold of the worlds carbon are home to of known terrestrial species amp offer food security livelihoods amp culture land rights for the indigenous peoples who steward these forests are essential for our shared planet,3,0,Neutral,TribalArmy
206,206,1371047437389819907,come to arunachal pradesh to relieve in nature in its full splendourenjoy the salubrious climate and meet its simple and hospitable climatearunachalpradesh arunachaltourism beautiful,3,0,Positive,SheringPhurpa
207,207,752854610981847040,party_popper proofs are in smiling_face_with_heart-eyes in this article in i examine the link between populist radical right ideology and climate change scepticism in the afd‘s climate change communication populism afd more info when it’s published shushing_face nerd_face,3,0,Positive,anne_kueppers
208,208,780668933116309504,the importance of oxygen was spread widely during pandemic and do not miss a single moment to add your cents to it today on intlforestday dont miss planting a tree for the better world you wished for say no to adverse is set to add greenary,3,2,Positive,iRituMalhotra
209,209,293455710,forests deciduous_tree evergreen_tree give us life and are essential to fight caring for them is everyones job right_arrow we aim to plant million trees by for you for the planet globe_showing_Europe-Africa leaf_fluttering_in_wind herb intiforestday support equality in science for society and celebrate the women and girls who are leading innovation woman_construction_worker_light_skin_tone woman_scientist_medium_skin_tone microscope flexed_biceps_medium_skin_tone lets empower women in science technology and engineering we need the talent of all to tackle the challenges of herb womeninscienceday february,3,0,Neutral,Iberdrola_En
210,210,1484325760433541123,whos really pulling the strings on australias climate change policy auspol australiavotes is the pm more concerned about protecting the commercial interests of fossil fuel companies than protecting our environment our homes and our childrens future auspol fossilfools calltheelection on kids the prime minister wants you to feel positive about the future australiavotes auspol,3,2,Positive,BigClimate_
211,211,1019974187975430144,voices of women living in the kisiri slum in kampala uganda who have been displaced by we need food the food is not sufficient please share let them be heard,3,2,Neutral,ExtinctionR
212,212,20606005,“their indigenous people relationship their wisdom their worldview is what we need to save the world and to save humanity” on amp supporting indigenous on the frontlines like the wet’suewet’en in our interview yesterday justlookup,3,2,Positive,Songstress28
213,213,1492870202404519937,let’s think about how to live comfortably seedling savesoil climate climatecrisis trees,3,1,Positive,PurnaAntje
214,214,19737700,did leonardo dicaprio lodge his complaints from his private jet or nah,3,2,Neutral,JoeTalkShow
215,215,144993330,forests are essential for planetary health amp human wellbeing they mango provide goods such as timber fuel amp food deciduous_tree help combat monkey protect biodiversity soils amp rivers woman_in_lotus_position serve as areas where we can get close to nature celebrate intlforestday next week just released its latest climatereport the report assesses the impacts of looking at ecosystems biodiversity and human communities at global and regional levels read it here backhand_index_pointing_right for food and agriculture is among earth’s most important resources thousands of species and their genetic variability make up the web of life and are indispensable to adapt to new conditions including find out more at link,3,0,Positive,unepwcmc
216,216,1479432710783483906,today fridaysforfuture helsinki from at the parliament of finland come join us to demand climateaction from decisionmakers and make your voice heard everyone welcome smiling_face_with_open_hands globe_showing_Europe-Africa climate climatecrisis ilmasto ilmastonmuutos ilmastokriisi ilmastotekoja,3,2,Positive,FFF_Helsinki
217,217,1270133776748855304,did you know that jane fonda is a famous actress and a climate activist she has launched the jane fonda climate pac a campaign group that aims to “defeat” politicians who support the fossil fuel industry thank you jane smiling_face_with_hearts climateaction musical_notes speaker_high_volume demvoice power works by converting energy from the sun into power this red lake nation tribal citizen knows that solar energy is cheaper cleaner and better for wildlife and the environment too it is also better to deal with and the climatecrisis speaker_high_volume demvoice for the right to build wind farms raises a record billion once fully developed the sale of more than acres is expected to produce up to gigawatts of clean energy enough to power nearly million homes demvoice held a funeral to mourn its first glacier lost to we need to come to terms with global warming and start putting in action policies that will stop earth amp our oceans from over heating join our social movement to hold leaders to account speaker_high_volume demvoice,3,2,Positive,TonyHussein4
218,218,976995099170062338,great minds always think alike on harnessing the power of women in protecting the environment amp combating watch the taiwanclimatejustice seminar amp share in the insights of luminaries like minister wang amp minister kabua yes taiwancanhelp,3,2,Positive,MOFA_Taiwan
219,219,1488795500237275141,we look away because it’s too much to comprehend we look away because it’s not happening right now we look away because we want to be positive we look away because we can’t face reality we must stop looking away climate change is killing our planet killing us a friend is moving to the coast i said ‘be mindful of how close to the sea level you are’ and they were very confused as to why i was even mentioning that and didn’t seem to take it in but still i feel better that i said something risingsealevels floods actnowwhen the time comes how will i say to my child ‘yes we knew and no we didn’t act’ i dread the day we can’t continue to ignore the facts and inordinately let our kids down they do not deserve to be left with the tragic impact of our bad choices climateemergency,3,2,Negative,MumClimate
220,220,405667557,wow march go easy and slow why so hot where went spring flushed_face sun collision islooheatwave,3,2,Positive,GFarooqi
221,221,299273962,another effort killed by joemanchin due to her comments about senator manchin what exactly makes you a democrat seriously do you share any of the presidents priorities a detailed thread the koch family has bankrolled trump amp most of his republican political supporters and expended millions to block laws amp mitigation here its not about coal but glass flaw in fuel cells is they collect co by enhancing the flaw researchers made devices that absorbs of co from air if scaleable it could be a spectacular fighting technology via is losing its namesake ice the pace of the loss is unprecedented so many kilotons of glaciers are melting that the land is rising and volcanic activity is increasing its a glacial graveyard arctic,3,2,Positive,Laurie_Garrett
222,222,166134301,joe biden will destroy us oil amp gas industry increase our taxes amp destroy our standard of living because of a hoax this is just another scam to redistribute wealth and control the population anyone else see the irony of leftists that preach the world has little time left are all building multimillion compounds on beachfront properties is a hoax perhaps only little people have a carbon footprint are not just the actions of a dc judge the biden regime did not want these oil amp gas lease sales to happen biden is using to once again attack america’s oil independence,3,2,Negative,CurtisHebert
223,223,711760467383877632,this is not an environmental problem anymore its a humanitarian problem wions executive editor explains why its necessary to talk about wionclimatesummit global thought leaders join for a solutionoriented deliberation on at climate calling the last chance to answer climate emergency wionclimatesummit is bringing to the talking table at wionclimatesummit global thought leaders will brainstorm on solutions to climate emergency welcome address by ceo and editorinchief wion today pm ist onwards,3,2,Positive,WIONews
224,224,1039446506619596800,anjali sharma is a litigant in the class action against the federal government in particular the environment minister sussan ley for failing to consider the impacts of she is quite simply amazing abc auspol mudarmy flimflam failure of government at every level where was the planning why on earth havent they been listening to the expert scientists on climate change for the last years kerry obrien,3,2,Positive,Mia__Kennedy
225,225,1148442735734677504,we are experiencing heat waves that have affected every sector of your country we need to take action before its too late togethernature climateactionnow,3,2,Negative,WakioDorcas
226,226,1264067029440647168,increase in temperatures from to today tiredearth temperature climatecrisis stages of a seaturtles life are affected by environmental conditions such as temperature—even the sex of offspring unusually warm temperatures caused by are disrupting the normal ratios resulting in fewer male hatchlings tiredearth climatecrisis collapsing iceberg in greenland backhand_index_pointing_right please watch this video listen to its sound and rt tiredearth climate climateaction,3,0,Positive,RebeccaH2030
227,227,706926011548626944,we have an increasing in form of a global warmingwhich is largely humanmade and can have catastrophic consequencesbut those who do not agree exactly on each of these points should not blanket be called climate change deniers because that is cancelculture,3,2,Positive,wirthstef
228,228,98047213,speaking_head huawei answers is here to address all your questions about cuttingedge tech woman_raising_hand how can ai robots help fight mechanical_arm robot deciduous_tree eyes watch to find out amp leave your qs in the comments — use huaweianswers for a chance to have your reply feature in our next video victory_hand remaining one of the biggest threats facing humanity innovative ict infrastructure is essential for greendevelopment across industries huawei’s kevin zhang gives his insights into the tech that can help lead us into a sustainable futurehuaweitech winwin,3,0,Positive,Huawei
229,229,1198972367290191872,how antarctica will respond to is one of the big questions facing the british antarctic survey marine ecologist david barnes talks about life on the ice life under it and what the future may hold for polar regions bsw,3,0,Negative,ResearchpodHQ
230,230,201627247,vegan is normal eating plants is normal stabbing other beings in the throat is not normal forcibly impregnating another species and taking their lactations is not normal vegan govegan plantbased crueltyfree animalrights healthy,3,0,Positive,ThatVeganScot
231,231,913288098632658949,week of climatestriking luckily the rain just about stopped during my climate strike schoolstrikeclimate envirocoresubject standwithukraine peoplenotprofit blue_heart yellow_heart of climatestriking sadly i haven’t been well for the past few days and i’m in hospital which is why i was a bit late posting this today wecandothis climatestrike,3,2,Negative,flossiebeachcl1
232,232,40955185,thank you for this wonderful opportunity to lead the largest african youth network on letsdomore theafricanyouthwewant ubuntu ayicc opportunity to host the srsg for ms amp on monday at the office for a youth roundtable on energy amp hosted by the read more here the past days malawi Malawi amp mozambique Mozambique has been affected by cyclone ana is really affecting the southern region — it has killed amp affected high_voltage much that they had to go without high_voltage for days who’s responsible for this amp what urgent action do we need camera_with_flash whatsapp need to adequately educate students about amp climatejustice what do you thinkwhat can university students do to fight,3,2,Positive,OlumideIDOWU
233,233,1334055538116718593,trophy congratulations to the first winner of our call for contributions chiziterem onyenekwe she calls for an equal partnership between africa and europe on issues scan the qrcode to see her engaging video right_arrow_curving_down inspiringwomen womenshistorymonth you know about these figures red_question_mark learn more about energy consumption and challenges between africa and europe backhand_index_pointing_right popularbelief energy reimagineafricaeurope next tuesday join us and to discuss the impact of on young people from across europe and africa and how policy makers can respond register here backhand_index_pointing_right eabf britishcouncileurope join us and next tuesday to discuss the impact of on young people from across europe and africa and how policy makers can respond register here right_arrow britishcouncileurope talkingafricaeurope eabf,3,0,Positive,AfricaEuropeFdn
234,234,510846846,so many of my students care deeply about whenever i tell them jimmycarter put solar panels on the white house and reagan tore them down i see little explosions go off in their brains about what could have been,3,2,Positive,Dr_CMGreer
235,235,958300518622908416,nairobi has welcomed its first electric buses putting kenya on the map of a few countries that are rapidly shifting from fossil fuels to clean renewable energy climateaction sdgs electricvehicles,0,0,Positive,Ondu_Ke
236,236,1155235128,wisdom and gravitas from elder statesman kerry o’brien “there’s been a failure of governments at every level” lismore thedrum,3,2,Negative,Lee_AnneWalker
237,237,926309671773683712,what looks like in australia Australia this is what climateemergency looks like amp being a “first world country” is no protection australiaflood tellthetruth peoplenotprofit is real guysss prepare for worse than this loudly_crying_face we are in dire need of leaders who speak of climatecrisis flood banjir malaysia kualalumpur banjirkl glacier is the first of icelands Iceland glaciers to melt due to the icelandic citizens held a funeral to mourn its st glacier loss we need to start putting in actions that will stop the earth from overheating is real in what can be called an alarming situationthe highest glacier of mounteverest is losing decades worth of ice year as per a report ice that took around yrs to form on the southcolglacier has melted in around yrs million tonnes of fruit amp vegetables are grown across europe are discarded eachyear simply bcoz they dont meet supermarket standards the impact of wasted food is equivalent to the carbon emissions of cars travel but make it green this man grew grass on his rickshaw to save his ride from the burning heat big visions are realized through small steps gogreen poses an even greater threat to public health than the covid pandemic amp needs to be treated right now facetheclimateemergency,3,2,Positive,AaravSeth_
238,238,7009202,the ongoing floods in queensland and newsouthwales are on track to be one of australias worstever natural disasters and if this news isnt bleak enough we can expect more extensive and more frequent flooding as intensifies,3,0,Positive,GreenpeaceAP
239,239,1491854442542641155,theclimateecosystem team members are from all over the world ⠀ the shared concern about united us amp inspired the creation of our project ⠀ and we love seeing more and more followers ⠀ climateemergency togetherforourplanet stopthedecline climateactionnow team calculated that the decline in the frequency of rainfall in the northern hemisphere will cause spring as defined by plants producing fresh leaves to arrive sooner” ⠀ climateemergency climatecrisis climateactionnow ⠀ clime airdrop campaign is on ⠀ token holders will have the right to vote and choose organizations for donations via our platform ⠀ theclimateecosystem climateemergency climatecrisis climateactionnow togetherforourplanet un report highlights how warming temperatures are upending natures life cycles — with devastating impacts on agriculture and biodiversity ⠀ globalwarming climatecrisis climateemergency climateactionnow stopthedecline ⠀ environmental activists are sharing their knowledge and advice it’s always worth paying attention to raising_hands ⠀ climateactionnow climatecrisis togetherforourplanet actnow actonclimate climateemergency ⠀ is one of two tokens of theclimateecosystem as a holder you’ll be able to stake farm vote amp much much more ⠀ presale is coming soon stay tuned as we’ll make announcements via our social media eyes ⠀ climateemergency climateactionnow climatecrisis token holders will have the right to vote for the organization that will receive donations via our platform ⠀ that’s how you can participate in fighting consequences of the raising_hands ⠀ climatecrisis climateactionnow stopthedecline climateemergency will make reforestation nearly impossible as temperature increases make it harder for trees to grow and thrive as they usually would ⠀ climatecrisis climateemergency climateactionnow saveplanetearth stopthedecline ⠀,3,2,Positive,ClimeToken
240,240,1308706229913559041,the un environment assembly uneanairobi Kenya on th feb warned of plastic pollution to have ballooned from metric tons in metric tons in the resolution “end plastic pollution’’ is a call to act fornature,3,0,Neutral,AgabaMuhairwe
241,241,17026589,so ive been keeping a secret i had the honor to join the one and only to chat all things energy and for the latest episode of with jon stewart thursday on apple tv confronting is an urgent crisis then a time is of the essence b the perfect is the enemy of the good c it cant be addressed only by building projects or taking action elsewhere we have to address it everywhere d when it comes to solutions its and not or,3,2,Positive,JesseJenkins
242,242,103155170,“suvs are the secondbiggest cause of the rise in global carbon dioxide emissions during the past decade only the power sector is a bigger contributor” the number of suvs is six times higher than it was in suvs,3,2,Neutral,transportdata
243,243,135187648,red_circle live now how does affect food security and why is empowering women key to tackling the climate crisis speech_balloon join the conversation and ask your questions now accelerateequality tomorrow in what ways are women more vulnerable to for iwd invites two women climate changemakers alda salomão amp marie christina kolo to discuss the gender dimensions of climate change accelerateequality that the climate crisis is linked to female genital mutilation in this video and members of the maasai community explain how pushes girls into early marriage and fgm in kenya join them and speak out to endfgm,3,0,Positive,WorldBankAfrica
244,244,905043271235362816,i am truly honoured by he president uhuru kenyatta’s mention at the iwd national celebrations my team and i remain committed to the development of clean energy to light up more villages in africa as we fight sdg energychampion,3,0,Positive,rebecca_miano
245,245,333371161,the rage i am feeling tonight i was a teenager when climate changed was first being taken seriously in the ’s i resisted buying a car til my late ’s amp always voted for the best environmental policies tonight in my street my children are distressed auspol,3,2,Positive,purplestillgood
246,246,37877812,bsispecial ongender equality on internationalwomensday know about ekal nari shakti sangathan a network of rural single women that is not only fighting genderdiscrimination but is also helping in fighting for more,3,2,Positive,MalhotraSaurabh
247,247,715448200262455296,the interlinkages between and genderbased violence can no longer be ignored it is a critical moment to centre and elevate voices and experiences of women and girls whose lives are shaped by both gbv and withher,3,2,Neutral,unwomenuganda
248,248,146123790,the massive flooding in australia right now isnt getting the attention it deserves because of other terrible news but this is combined with the failure of the government to respond as climate disasters pile up were simply not prepared you drive miles nseor w youre pretty much still in your own backyard or neighborhood go miles straight up youre effectively outside of the atmosphere that delicate thin layer is where all our climate and weather happens yes were messing it up,3,2,Negative,PeterGleick
